Product Name,Current Price,Previous Price,Price Per Each,Category,Product ID,Product URL,Quantity,Units
Walnuts,5,5,$1.10/100g,Dried Fruits & Nuts,21313449001_EA,https://www.realcanadiansuperstore.ca/walnuts/p/21313449001_EA,0,kg
Mixed Nuts in Shell,10,10,$1.10/100g,Dried Fruits & Nuts,21313438001_EA,https://www.realcanadiansuperstore.ca/mixed-nuts-in-shell/p/21313438001_EA,1,kg
Mixed Nuts,14,14,$2.00/100g,Dried Fruits & Nuts,21058370001_EA,https://www.realcanadiansuperstore.ca/mixed-nuts/p/21058370001_EA,700,g
Greek String,6.29,6.29,$2.21/100g,Dried Fruits & Nuts,20024258_EA,https://www.realcanadiansuperstore.ca/greek-string/p/20024258_EA,284,g
Green Goodness,8.99,8.99,$0.58/100ml,Fresh Juice & Smoothies,20069494_EA,https://www.realcanadiansuperstore.ca/green-goodness/p/20069494_EA,2,l
Green Goodness,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20301788_EA,https://www.realcanadiansuperstore.ca/green-goodness/p/20301788_EA,946,ml
100% Carrot,8.99,8.99,$0.58/100ml,Fresh Juice & Smoothies,20036041_EA,https://www.realcanadiansuperstore.ca/100-carrot/p/20036041_EA,2,l
Berry Boost,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20325816_EA,https://www.realcanadiansuperstore.ca/berry-boost/p/20325816_EA,946,ml
100% Pomegranate Juice,11.99,11.99,$0.86/100ml,Fresh Juice & Smoothies,20123288_EA,https://www.realcanadiansuperstore.ca/100-pomegranate-juice/p/20123288_EA,1,l
C-Boost,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20311201_EA,https://www.realcanadiansuperstore.ca/c-boost/p/20311201_EA,946,ml
Strawberry Banana,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20316397_EA,https://www.realcanadiansuperstore.ca/strawberry-banana/p/20316397_EA,946,ml
Kombucha Ginger Lemon,4.99,4.99,$0.71/100ml,Fresh Juice & Smoothies,21290276_EA,https://www.realcanadiansuperstore.ca/kombucha-ginger-lemon/p/21290276_EA,700,ml
Organic Mango Passionfruit Kombucha,4.99,4.99,$0.71/100ml,Fresh Juice & Smoothies,21335195_EA,https://www.realcanadiansuperstore.ca/organic-mango-passionfruit-kombucha/p/21335195_EA,700,ml
Blue Goodness,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20319871_EA,https://www.realcanadiansuperstore.ca/blue-goodness/p/20319871_EA,946,ml
Cold Pressed Juice Greens   ,4.99,4.99,$1.50/100ml,Fresh Juice & Smoothies,21186518_EA,https://www.realcanadiansuperstore.ca/cold-pressed-juice-greens/p/21186518_EA,333,ml
Org Kom Rasp Lemn 700Ml  ,4.99,4.99,$0.71/100ml,Fresh Juice & Smoothies,21290379_EA,https://www.realcanadiansuperstore.ca/org-kom-rasp-lemn-700ml/p/21290379_EA,700,ml
100% Pomegranate Juice,5.99,5.99,$1.27/100ml,Fresh Juice & Smoothies,20310231_EA,https://www.realcanadiansuperstore.ca/100-pomegranate-juice/p/20310231_EA,473,ml
"Juice, 100% Pomegranate",10.99,10.99,$0.71/100ml,Fresh Juice & Smoothies,20589752_EA,https://www.realcanadiansuperstore.ca/juice-100-pomegranate/p/20589752_EA,2,l
Strawberry Banana,8.99,8.99,$0.58/100ml,Fresh Juice & Smoothies,20288525_EA,https://www.realcanadiansuperstore.ca/strawberry-banana/p/20288525_EA,2,l
Daily Greens,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,21290793_EA,https://www.realcanadiansuperstore.ca/daily-greens/p/21290793_EA,946,ml
Amazing Mango,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20280429_EA,https://www.realcanadiansuperstore.ca/amazing-mango/p/20280429_EA,946,ml
100% Carrot,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20164122_EA,https://www.realcanadiansuperstore.ca/100-carrot/p/20164122_EA,946,ml
Vanilla Chai Tea,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20322371_EA,https://www.realcanadiansuperstore.ca/vanilla-chai-tea/p/20322371_EA,946,ml
Mocha Cappuccino,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20312999_EA,https://www.realcanadiansuperstore.ca/mocha-cappuccino/p/20312999_EA,946,ml
Red Goodness,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,20732919_EA,https://www.realcanadiansuperstore.ca/red-goodness/p/20732919_EA,946,ml
Kombucha Wild Berry,4.99,4.99,$0.71/100ml,Fresh Juice & Smoothies,21405675_EA,https://www.realcanadiansuperstore.ca/kombucha-wild-berry/p/21405675_EA,700,ml
Amazing Mango,8.99,8.99,$0.58/100ml,Fresh Juice & Smoothies,20589751_EA,https://www.realcanadiansuperstore.ca/amazing-mango/p/20589751_EA,2,l
Cold Pressed Juice Be Well  ,4.99,4.99,$1.50/100ml,Fresh Juice & Smoothies,21186483_EA,https://www.realcanadiansuperstore.ca/cold-pressed-juice-be-well/p/21186483_EA,333,ml
Cold Pressed Juice C Well  ,4.99,4.99,$1.50/100ml,Fresh Juice & Smoothies,21186454_EA,https://www.realcanadiansuperstore.ca/cold-pressed-juice-c-well/p/21186454_EA,333,ml
Elixir Lemon+Ginger+Honey,3.99,3.99,$6.65/100ml,Fresh Juice & Smoothies,21360339_EA,https://www.realcanadiansuperstore.ca/elixir-lemon-ginger-honey/p/21360339_EA,60,ml
Ginger Carrot Turmeric,8.99,8.99,$0.58/100ml,Fresh Juice & Smoothies,21362472_EA,https://www.realcanadiansuperstore.ca/ginger-carrot-turmeric/p/21362472_EA,1540,ml
Pomegranate Juice,8.99,8.99,$1.27/100ml,Fresh Juice & Smoothies,20609213_EA,https://www.realcanadiansuperstore.ca/pomegranate-juice/p/20609213_EA,710,ml
Refreshed  Apple + Grapefruit + Lemon + Ginger + Cucumber,4.99,4.99,$1.50/100ml,Fresh Juice & Smoothies,21515124_EA,https://www.realcanadiansuperstore.ca/refreshed-apple-grapefruit-lemon-ginger-cucumber/p/21515124_EA,333,ml
Ink. Lemonade Charcoal    ,4.99,4.99,$1.50/100ml,Fresh Juice & Smoothies,21186508_EA,https://www.realcanadiansuperstore.ca/ink-lemonade-charcoal/p/21186508_EA,333,ml
100% Orange Juice,6.49,6.49,$0.69/100ml,Fresh Juice & Smoothies,21543050_EA,https://www.realcanadiansuperstore.ca/100-orange-juice/p/21543050_EA,946,ml
Ink. Lemonade Spirulina    ,4.99,4.99,$1.50/100ml,Fresh Juice & Smoothies,21186555_EA,https://www.realcanadiansuperstore.ca/ink-lemonade-spirulina/p/21186555_EA,333,ml
Super Tea Pomegranate Peach Passion White Tea,9.99,9.99,$0.71/100ml,Fresh Juice & Smoothies,21484655_EA,https://www.realcanadiansuperstore.ca/super-tea-pomegranate-peach-passion-white-tea/p/21484655_EA,1,l
Antiox,3.99,3.99,$6.65/100ml,Fresh Juice & Smoothies,21362286_EA,https://www.realcanadiansuperstore.ca/antiox/p/21362286_EA,60,ml
Detox 60 ml,3.99,3.99,$6.65/100ml,Fresh Juice & Smoothies,21362565_EA,https://www.realcanadiansuperstore.ca/detox-60-ml/p/21362565_EA,60,ml
"Milk, 2%",5.89,5.89,$0.15/100ml,Milk & Cream,20962518_EA,https://www.realcanadiansuperstore.ca/milk-2/p/20962518_EA,4,l
Homogenized Milk,6.29,6.29,$0.16/100ml,Milk & Cream,20962514_EA,https://www.realcanadiansuperstore.ca/homogenized-milk/p/20962514_EA,4,l
Lactose Free 2% Dairy Product (2L),5.99,5.99,$0.30/100ml,Milk & Cream,20077874001_EA,https://www.realcanadiansuperstore.ca/lactose-free-2-dairy-product-2l/p/20077874001_EA,2,l
"Almond For Coffee, Vanilla Flavour, Plant Based Dairy Free Coffee Creamer",5.49,5.49,$0.62/100ml,Milk & Cream,21245360_EA,https://www.realcanadiansuperstore.ca/almond-for-coffee-vanilla-flavour-plant-based-dair/p/21245360_EA,890,ml
Coffee Cream 10% MF,3.69,3.69,$0.39/100ml,Milk & Cream,21443531_EA,https://www.realcanadiansuperstore.ca/coffee-cream-10-mf/p/21443531_EA,946,ml
Lactose Free 2% Partly Skimmed Ultrafiltered Milk,6.29,6.29,$0.42/100ml,Milk & Cream,21128369_EA,https://www.realcanadiansuperstore.ca/lactose-free-2-partly-skimmed-ultrafiltered-milk/p/21128369_EA,2,l
"French Vanilla Flavoured Coffee Creamer, 63 Servings",5.99,5.99,$0.63/100ml,Milk & Cream,20895480002_EA,https://www.realcanadiansuperstore.ca/french-vanilla-flavoured-coffee-creamer-63-serving/p/20895480002_EA,946,ml
1% Milk,5.89,5.89,$0.15/100ml,Milk & Cream,20962885_EA,https://www.realcanadiansuperstore.ca/1-milk/p/20962885_EA,4,l
"Oat For Coffee, Vanilla, Plant Based, Dairy Free Coffee Creamer",5.49,5.49,$0.62/100ml,Milk & Cream,21245361_EA,https://www.realcanadiansuperstore.ca/oat-for-coffee-vanilla-plant-based-dairy-free-coff/p/21245361_EA,890,ml
Lactose Free 1% Dairy Product (2L),5.99,5.99,$0.30/100ml,Milk & Cream,20077874003_EA,https://www.realcanadiansuperstore.ca/lactose-free-1-dairy-product-2l/p/20077874003_EA,2,l
Chocolate Lactose Free 2% Partly Skimmed Ultrafiltered Milk,6.29,6.29,$0.42/100ml,Milk & Cream,21128371_EA,https://www.realcanadiansuperstore.ca/chocolate-lactose-free-2-partly-skimmed-ultrafilte/p/21128371_EA,2,l
"For Coffee, Hazelnut Flavour, Dairy Free Coffee Creamer",3.29,3.29,$0.70/100ml,Milk & Cream,20973399_EA,https://www.realcanadiansuperstore.ca/for-coffee-hazelnut-flavour-dairy-free-coffee-crea/p/20973399_EA,473,ml
"Pumpkin Spice Flavoured Almond Coffee Creamer, Limited Edition",3.29,3.29,$0.73/100ml,Milk & Cream,21400040_EA,https://www.realcanadiansuperstore.ca/pumpkin-spice-flavoured-almond-coffee-creamer-limi/p/21400040_EA,450,ml
Pumpkin Spice Latte Liquid Coffee Enhancer,7.99,7.99,$0.96/100ml,Milk & Cream,21404953_EA,https://www.realcanadiansuperstore.ca/pumpkin-spice-latte-liquid-coffee-enhancer/p/21404953_EA,828,ml
"Real Whipped Cream, Regular",4.69,4.69,$2.08/100g,Milk & Cream,20048223001_EA,https://www.realcanadiansuperstore.ca/real-whipped-cream-regular/p/20048223001_EA,225,g
Lactose Free 2% Milk,5.99,5.99,$0.30/100ml,Milk & Cream,20301822001_EA,https://www.realcanadiansuperstore.ca/lactose-free-2-milk/p/20301822001_EA,2,l
"Hazelnut Flavoured Coffee Creamer, 63 Servings",5.99,5.99,$0.63/100ml,Milk & Cream,20895480003_EA,https://www.realcanadiansuperstore.ca/hazelnut-flavoured-coffee-creamer-63-servings/p/20895480003_EA,946,ml
"Milk, 2%",4.69,4.69,$0.23/100ml,Milk & Cream,20963512_EA,https://www.realcanadiansuperstore.ca/milk-2/p/20963512_EA,2,l
Caramel Macchiato Liquid Coffee Enhancer,7.99,7.99,$0.96/100ml,Milk & Cream,21358473_EA,https://www.realcanadiansuperstore.ca/caramel-macchiato-liquid-coffee-enhancer/p/21358473_EA,828,ml
Lactose Free Skim Ultrafiltered Milk,6.29,6.29,$0.42/100ml,Milk & Cream,21128364_EA,https://www.realcanadiansuperstore.ca/lactose-free-skim-ultrafiltered-milk/p/21128364_EA,2,l
"Half / Half, 10%",3.09,3.09,$0.65/100ml,Milk & Cream,20962953_EA,https://www.realcanadiansuperstore.ca/half-half-10/p/20962953_EA,473,ml
"Organic Cream, 10% M.F.",3.79,3.79,$0.80/100ml,Milk & Cream,20945194_EA,https://www.realcanadiansuperstore.ca/organic-cream-10-m-f/p/20945194_EA,473,ml
"French Vanilla Flavoured Fat Free Coffee Creamer, 63 Servings",5.99,5.99,$0.63/100ml,Milk & Cream,20895480001_EA,https://www.realcanadiansuperstore.ca/french-vanilla-flavoured-fat-free-coffee-creamer-6/p/20895480001_EA,946,ml
Maple Pecan Coffee,12.49,12.49,$4.02/100g,Milk & Cream,21307746_EA,https://www.realcanadiansuperstore.ca/maple-pecan-coffee/p/21307746_EA,311,g
Coffee Cream 18% M.F.,3.19,3.19,$0.67/100ml,Milk & Cream,21109135_EA,https://www.realcanadiansuperstore.ca/coffee-cream-18-m-f/p/21109135_EA,473,ml
Flavoured Milk,2.39,2.39,$0.51/100ml,Milk & Cream,21242363_EA,https://www.realcanadiansuperstore.ca/flavoured-milk/p/21242363_EA,473,ml
Whole Milk,7.99,7.99,$0.40/100ml,Milk & Cream,20073435_EA,https://www.realcanadiansuperstore.ca/whole-milk/p/20073435_EA,2,l
Rich & Creamy Egg Nog Original,3.79,3.79,$0.38/100ml,Milk & Cream,21546828_EA,https://www.realcanadiansuperstore.ca/rich-creamy-egg-nog-original/p/21546828_EA,1,l
Strawberry Milkshake,1.99,1.99,$0.64/100ml,Milk & Cream,21040935_EA,https://www.realcanadiansuperstore.ca/strawberry-milkshake/p/21040935_EA,310,ml
Trutaste Milk 2% M.F. Lactose Free,10.99,10.99,$0.27/100ml,Milk & Cream,21027551_EA,https://www.realcanadiansuperstore.ca/trutaste-milk-2-m-f-lactose-free/p/21027551_EA,4,l
2% Milk,2.79,2.79,$0.28/100ml,Milk & Cream,20963514_EA,https://www.realcanadiansuperstore.ca/2-milk/p/20963514_EA,1,l
"Chocolate Milk, 1%",2.39,2.39,$0.51/100ml,Milk & Cream,20963127_EA,https://www.realcanadiansuperstore.ca/chocolate-milk-1/p/20963127_EA,473,ml
Organic Skim Milk,9.69,9.69,$0.24/100ml,Milk & Cream,20435755_EA,https://www.realcanadiansuperstore.ca/organic-skim-milk/p/20435755_EA,4,l
Whipped Topping,6.49,6.49,$1.62/100g,Milk & Cream,20183351_EA,https://www.realcanadiansuperstore.ca/whipped-topping/p/20183351_EA,400,g
0% M.F. Fat-Free Creamer,4.49,4.49,$0.47/100ml,Milk & Cream,21440151_EA,https://www.realcanadiansuperstore.ca/0-m-f-fat-free-creamer/p/21440151_EA,946,ml
"Dairy-Free Whipping Cream Alternative, Coconut based",5.49,5.49,$1.16/100ml,Milk & Cream,21337504_EA,https://www.realcanadiansuperstore.ca/dairy-free-whipping-cream-alternative-coconut-base/p/21337504_EA,473,ml
"Oat Coffee Creamer, Salted Caramel",3.99,3.99,$0.84/100ml,Milk & Cream,21513684_EA,https://www.realcanadiansuperstore.ca/oat-coffee-creamer-salted-caramel/p/21513684_EA,473,ml
2% Organic Milk,4.09,4.09,$0.41/100ml,Milk & Cream,20005050_EA,https://www.realcanadiansuperstore.ca/2-organic-milk/p/20005050_EA,1,l
COFFEE-MATE Light Powder,6.49,6.49,$1.44/100g,Milk & Cream,20309221001_EA,https://www.realcanadiansuperstore.ca/coffee-mate-light-powder/p/20309221001_EA,450,g
"Real Whipped Cream, Light",4.69,4.69,$2.08/100g,Milk & Cream,20048223002_EA,https://www.realcanadiansuperstore.ca/real-whipped-cream-light/p/20048223002_EA,225,g
"Almond For Coffee, Vanilla, Plant Based, Dairy Free Coffee Creamer",3.29,3.29,$0.70/100ml,Milk & Cream,20861935_EA,https://www.realcanadiansuperstore.ca/almond-for-coffee-vanilla-plant-based-dairy-free-c/p/20861935_EA,473,ml
Coffee Mate Liquid Creamer Caramel Macchiato,6.49,6.49,$0.69/100ml,Milk & Cream,21091176_EA,https://www.realcanadiansuperstore.ca/coffee-mate-liquid-creamer-caramel-macchiato/p/21091176_EA,946,ml
18% M.F. Coffee Cream,5.39,5.39,$0.57/100ml,Milk & Cream,21443547_EA,https://www.realcanadiansuperstore.ca/18-m-f-coffee-cream/p/21443547_EA,946,ml
"Milk, Coffee Partly Skimmed Iced Coffee, 1% M.F.",2.39,2.39,$0.51/100ml,Milk & Cream,21241549_EA,https://www.realcanadiansuperstore.ca/milk-coffee-partly-skimmed-iced-coffee-1-m-f/p/21241549_EA,473,ml
Almond And Oat Non Dairy Pumpkin Spice Latte Coffee Enhancer,7.99,7.99,$0.96/100ml,Milk & Cream,21460123_EA,https://www.realcanadiansuperstore.ca/almond-and-oat-non-dairy-pumpkin-spice-latte-coffe/p/21460123_EA,828,ml
Coffee Mate Liquid French Vanilla,6.49,6.49,$0.69/100ml,Milk & Cream,21091209_EA,https://www.realcanadiansuperstore.ca/coffee-mate-liquid-french-vanilla/p/21091209_EA,946,ml
"Milk, Partly Skimmed  Organic 2% M.F.",6.49,6.49,$0.34/100ml,Milk & Cream,21517740_EA,https://www.realcanadiansuperstore.ca/milk-partly-skimmed-organic-2-m-f/p/21517740_EA,2,l
Skim Milk,5.89,5.89,$0.15/100ml,Milk & Cream,20962884_EA,https://www.realcanadiansuperstore.ca/skim-milk/p/20962884_EA,4,l
Microfiltered Milk 2% MF,6.29,6.29,$0.33/100ml,Milk & Cream,21517815_EA,https://www.realcanadiansuperstore.ca/microfiltered-milk-2-mf/p/21517815_EA,2,l
Lactose Free 10% Cream,4.69,4.69,$0.47/100ml,Milk & Cream,20658002_EA,https://www.realcanadiansuperstore.ca/lactose-free-10-cream/p/20658002_EA,1,l
"Coffee Creamer, Double Double",7.49,7.49,$1.00/100ml,Milk & Cream,21541919_EA,https://www.realcanadiansuperstore.ca/coffee-creamer-double-double/p/21541919_EA,750,ml
1% M.F. Partly Skimmed Milk,5.99,5.99,$0.30/100ml,Milk & Cream,21425018_EA,https://www.realcanadiansuperstore.ca/1-m-f-partly-skimmed-milk/p/21425018_EA,2,l
"Zero Sugar Pumpkin Spice Coffee Enhancer, Limited Edition",5.99,5.99,$0.63/100ml,Milk & Cream,21486331_EA,https://www.realcanadiansuperstore.ca/zero-sugar-pumpkin-spice-coffee-enhancer-limited-e/p/21486331_EA,946,ml
Chocolate Partly Skimmed Milk 1% M.F. 6 x,6.29,6.29,$524.17/100ml,Milk & Cream,21065263_EA,https://www.realcanadiansuperstore.ca/chocolate-partly-skimmed-milk-1-m-f-6-x/p/21065263_EA,8,ml
Ultrapūr Dairy Product 3.25% M.F.,6.09,6.09,$0.41/100ml,Milk & Cream,21496739_EA,https://www.realcanadiansuperstore.ca/ultrap-r-dairy-product-3-25-m-f/p/21496739_EA,2,l
Partly Skimmed Milk 2% M.F.,6.29,6.29,$0.52/100ml,Milk & Cream,21537885_EA,https://www.realcanadiansuperstore.ca/partly-skimmed-milk-2-m-f/p/21537885_EA,8,ml
"Coffee, Ground  100% Colombian Light Roast ",10.99,10.99,$3.23/100g,Milk & Cream,21392918_EA,https://www.realcanadiansuperstore.ca/coffee-ground-100-colombian-light-roast/p/21392918_EA,340,g
"Sport, Vanilla",2.39,2.39,$0.74/100ml,Milk & Cream,20723286002_EA,https://www.realcanadiansuperstore.ca/sport-vanilla/p/20723286002_EA,325,ml
Homogenized Milk Microfiltered,6.29,6.29,$0.33/100ml,Milk & Cream,21517733_EA,https://www.realcanadiansuperstore.ca/homogenized-milk-microfiltered/p/21517733_EA,2,l
Rich & Creamy Candy Cane Egg Nog,3.79,3.79,$0.38/100ml,Milk & Cream,20287708005_EA,https://www.realcanadiansuperstore.ca/rich-creamy-candy-cane-egg-nog/p/20287708005_EA,1,l
Yogourt Organic Whole Milk Blueberry 3.25% M.F.,3.79,3.79,$0.95/100g,Milk & Cream,21431574_EA,https://www.realcanadiansuperstore.ca/yogourt-organic-whole-milk-blueberry-3-25-m-f/p/21431574_EA,8,g
Microfiltered Milk 1% MF,6.29,6.29,$0.33/100ml,Milk & Cream,21517821_EA,https://www.realcanadiansuperstore.ca/microfiltered-milk-1-mf/p/21517821_EA,2,l
"Vanilla Toffee Caramel Coffee Creamer, 63 Servings",5.99,5.99,$0.63/100ml,Milk & Cream,20895480007_EA,https://www.realcanadiansuperstore.ca/vanilla-toffee-caramel-coffee-creamer-63-servings/p/20895480007_EA,946,ml
French Vanilla Milkshake,1.99,1.99,$0.64/100ml,Milk & Cream,21040932_EA,https://www.realcanadiansuperstore.ca/french-vanilla-milkshake/p/21040932_EA,310,ml
Lactose Free Fat Free Skim 0% Dairy Product (2L),5.99,5.99,$0.30/100ml,Milk & Cream,20077874004_EA,https://www.realcanadiansuperstore.ca/lactose-free-fat-free-skim-0-dairy-product-2l/p/20077874004_EA,2,l
Lactose Free Lactaid Skim Milk,5.99,5.99,$0.30/100ml,Milk & Cream,20057494_EA,https://www.realcanadiansuperstore.ca/lactose-free-lactaid-skim-milk/p/20057494_EA,2,l
Rich & Creamy Egg Nog,3.79,3.79,$0.38/100ml,Milk & Cream,20287708001_EA,https://www.realcanadiansuperstore.ca/rich-creamy-egg-nog/p/20287708001_EA,1,l
2% M.F. Partly Skimmed Milk,5.99,5.99,$0.30/100ml,Milk & Cream,21424991_EA,https://www.realcanadiansuperstore.ca/2-m-f-partly-skimmed-milk/p/21424991_EA,2,l
Chocolate Milk,3.49,3.49,$0.37/100ml,Milk & Cream,20963108_EA,https://www.realcanadiansuperstore.ca/chocolate-milk/p/20963108_EA,946,ml
"Buttermilk, 3.25%",4.79,4.79,$0.25/100ml,Milk & Cream,21517549_EA,https://www.realcanadiansuperstore.ca/buttermilk-3-25/p/21517549_EA,2,l
"Chocolate Milk, 1% MF",7.29,7.29,$0.18/100ml,Milk & Cream,20986583_EA,https://www.realcanadiansuperstore.ca/chocolate-milk-1-mf/p/20986583_EA,4,l
Skim Milk,2.79,2.79,$0.28/100ml,Milk & Cream,20963446_EA,https://www.realcanadiansuperstore.ca/skim-milk/p/20963446_EA,1,l
Whipping Cream 33% MF,6.19,6.19,$0.65/100ml,Milk & Cream,21443541_EA,https://www.realcanadiansuperstore.ca/whipping-cream-33-mf/p/21443541_EA,946,ml
Almond And Oat Dairy Free Hazelnut Latte Coffee Enhancer,7.99,7.99,$0.96/100ml,Milk & Cream,21436915_EA,https://www.realcanadiansuperstore.ca/almond-and-oat-dairy-free-hazelnut-latte-coffee-en/p/21436915_EA,828,ml
Barista Blend,6.49,6.49,$0.69/100ml,Milk & Cream,21161998_EA,https://www.realcanadiansuperstore.ca/barista-blend/p/21161998_EA,946,ml
Chocolate Milk Lactose Free,6.99,6.99,$0.37/100ml,Milk & Cream,21517810_EA,https://www.realcanadiansuperstore.ca/chocolate-milk-lactose-free/p/21517810_EA,2,l
Partly Skimmed Milk 2% M.F.,6.19,6.19,$0.43/100ml,Milk & Cream,20961344_EA,https://www.realcanadiansuperstore.ca/partly-skimmed-milk-2-m-f/p/20961344_EA,8,ml
Light Coffee Whitener,3.99,3.99,$0.89/100g,Milk & Cream,20162484_EA,https://www.realcanadiansuperstore.ca/light-coffee-whitener/p/20162484_EA,450,g
1% Milk,4.69,4.69,$0.23/100ml,Milk & Cream,20963633_EA,https://www.realcanadiansuperstore.ca/1-milk/p/20963633_EA,2,l
"Organic Yogurt, Strawberry",4.79,4.99,$1.20/100g,Milk & Cream,21431507_EA,https://www.realcanadiansuperstore.ca/organic-yogurt-strawberry/p/21431507_EA,8,g
Dairy Product Lactose Free 2% M.F.,6.29,6.29,$0.42/100ml,Milk & Cream,21107151_EA,https://www.realcanadiansuperstore.ca/dairy-product-lactose-free-2-m-f/p/21107151_EA,2,l
3.25% M.F. Homogenized Milk,5.99,5.99,$0.30/100ml,Milk & Cream,21424994_EA,https://www.realcanadiansuperstore.ca/3-25-m-f-homogenized-milk/p/21424994_EA,2,l
Lactose Free 1% Partly Skimmed Ultrafiltered Milk,6.29,6.29,$0.42/100ml,Milk & Cream,21358817_EA,https://www.realcanadiansuperstore.ca/lactose-free-1-partly-skimmed-ultrafiltered-milk/p/21358817_EA,2,l
"Coffee, Roast: Medium Premium Instant ",16.99,16.99,$5.66/100g,Milk & Cream,21431717_EA,https://www.realcanadiansuperstore.ca/coffee-roast-medium-premium-instant/p/21431717_EA,300,g
Coffee Mate Liquid Hazelnut,6.49,6.49,$0.69/100ml,Milk & Cream,21091262_EA,https://www.realcanadiansuperstore.ca/coffee-mate-liquid-hazelnut/p/21091262_EA,946,ml
Coffee Mate Double Double-Mate Liquid Coffee Enhancer Value Size,9.29,9.29,$0.49/100ml,Milk & Cream,21183053_EA,https://www.realcanadiansuperstore.ca/coffee-mate-double-double-mate-liquid-coffee-enhan/p/21183053_EA,2,l
Rolo Milkshake,2.59,2.59,$0.55/100ml,Milk & Cream,20323668001_EA,https://www.realcanadiansuperstore.ca/rolo-milkshake/p/20323668001_EA,473,ml
Nesquik Milkshake,2.59,2.59,$0.55/100ml,Milk & Cream,20323668002_EA,https://www.realcanadiansuperstore.ca/nesquik-milkshake/p/20323668002_EA,473,ml
Lactose Free Homogenized Milk,5.99,5.99,$0.30/100ml,Milk & Cream,20595216_EA,https://www.realcanadiansuperstore.ca/lactose-free-homogenized-milk/p/20595216_EA,2,l
Coffee Crisp Milkshake,2.59,2.59,$0.55/100ml,Milk & Cream,20323668004_EA,https://www.realcanadiansuperstore.ca/coffee-crisp-milkshake/p/20323668004_EA,473,ml
"Half & Half Dairy-Free Coffee Creamer, Oat & Coconut,",5.49,5.49,$0.62/100ml,Milk & Cream,21338550_EA,https://www.realcanadiansuperstore.ca/half-half-dairy-free-coffee-creamer-oat-coconut/p/21338550_EA,890,ml
COFFEE-MATE Original Powder,6.49,6.49,$1.44/100g,Milk & Cream,20309221002_EA,https://www.realcanadiansuperstore.ca/coffee-mate-original-powder/p/20309221002_EA,450,g
Rich & Creamy Chocolate Egg Nog,3.79,3.79,$0.38/100ml,Milk & Cream,20287708003_EA,https://www.realcanadiansuperstore.ca/rich-creamy-chocolate-egg-nog/p/20287708003_EA,1,l
"Maple Latte Flavoured Coffee Creamer, 63 Servings",5.99,5.99,$0.63/100ml,Milk & Cream,21358115_EA,https://www.realcanadiansuperstore.ca/maple-latte-flavoured-coffee-creamer-63-servings/p/21358115_EA,946,ml
Lactose Free Fat Free Creamer,4.29,4.29,$0.43/100ml,Milk & Cream,20647913_EA,https://www.realcanadiansuperstore.ca/lactose-free-fat-free-creamer/p/20647913_EA,1,l
"Pumpkin Spice Coffee Enhancer, Limited Edition",5.99,5.99,$0.63/100ml,Milk & Cream,21242388_EA,https://www.realcanadiansuperstore.ca/pumpkin-spice-coffee-enhancer-limited-edition/p/21242388_EA,946,ml
2% Milk,1.49,1.49,$0.63/100ml,Milk & Cream,20963126_EA,https://www.realcanadiansuperstore.ca/2-milk/p/20963126_EA,237,ml
Coffee Whitener,7.99,7.99,$0.80/100g,Milk & Cream,21163526_EA,https://www.realcanadiansuperstore.ca/coffee-whitener/p/21163526_EA,1,kg
Microfiltered Milk Skim MF,6.29,6.29,$0.33/100ml,Milk & Cream,21518502_EA,https://www.realcanadiansuperstore.ca/microfiltered-milk-skim-mf/p/21518502_EA,2,l
"Coffee-Mate, Original",12.99,12.99,$0.93/100g,Milk & Cream,20319868_EA,https://www.realcanadiansuperstore.ca/coffee-mate-original/p/20319868_EA,1,kg
"Sport, Chocolate",2.39,2.39,$0.74/100ml,Milk & Cream,20723286001_EA,https://www.realcanadiansuperstore.ca/sport-chocolate/p/20723286001_EA,325,ml
Organic 2% Milk,6.79,6.79,$0.34/100ml,Milk & Cream,20030427_EA,https://www.realcanadiansuperstore.ca/organic-2-milk/p/20030427_EA,2,l
Organic Skim Milk,6.79,6.79,$0.34/100ml,Milk & Cream,20535312_EA,https://www.realcanadiansuperstore.ca/organic-skim-milk/p/20535312_EA,2,l
Real Coconut Whipped Cream,4.69,4.69,$2.08/100g,Milk & Cream,20048223003_EA,https://www.realcanadiansuperstore.ca/real-coconut-whipped-cream/p/20048223003_EA,225,g
Chocolate Milk 1% ,4.29,4.29,$0.23/100ml,Milk & Cream,21517547_EA,https://www.realcanadiansuperstore.ca/chocolate-milk-1/p/21517547_EA,2,l
Organic 1% Milk,4.39,4.39,$0.44/100ml,Milk & Cream,20152006002_EA,https://www.realcanadiansuperstore.ca/organic-1-milk/p/20152006002_EA,1,l
